City,StateName,Date,RegionID,RegionName,RegionType,SizeRank,Median Days To Close,Median Days To Pending,Market Temp Index Values,Median Sale,Median_NH_Values
Bakersfield,CA,2019-11-30,394357,"Bakersfield, CA",msa,63,38.0,34.0,55.0,237448.0,278593.9109037501
Binghamton,NY,2019-11-30,394387,"Binghamton, NY",msa,195,39.0,60.0,26.0,114393.0,104572.09015714902
Bozeman,MT,2019-11-30,394407,"Bozeman, MT",msa,356,41.0,41.0,45.0,404154.0,544522.8595097684
Dubuque,IA,2019-11-30,394542,"Dubuque, IA",msa,396,41.0,30.0,24.0,168945.0,120831.51639055659
Fayetteville,AR,2019-11-30,394590,"Fayetteville, AR",msa,108,36.0,40.0,46.0,196813.0,322723.48376278614
Johnson City,TN,2019-11-30,394726,"Johnson City, TN",msa,224,38.0,20.0,40.0,152329.0,119128.3987860803
Mount Vernon,WA,2019-11-30,394890,"Mount Vernon, WA",msa,327,36.0,22.0,47.0,352079.0,315346.63051453885
Newport,OR,2019-11-30,753905,"Newport, OR",msa,604,41.0,55.0,36.0,315887.0,345372.5861798711
Peoria,IL,2019-11-30,394972,"Peoria, IL",msa,136,33.0,61.0,33.0,120219.0,45553.61286557889
Pittsfield,MA,2019-11-30,394983,"Pittsfield, MA",msa,326,42.0,65.0,27.0,229266.0,114630.90685670378
Reading,PA,2019-11-30,395015,"Reading, PA",msa,128,40.0,21.0,50.0,164448.0,208620.83068398456
San Jose,CA,2019-11-30,395059,"San Jose, CA",msa,36,29.0,25.0,84.0,1067361.0,881773.0759893957
Springfield,MA,2019-11-30,395115,"Springfield, MA",msa,85,45.0,20.0,51.0,218937.0,162345.83960858264
Syracuse,NY,2019-11-30,395143,"Syracuse, NY",msa,91,53.0,36.0,52.0,147013.0,102190.79867556576
Tucson,AZ,2019-11-30,395167,"Tucson, AZ",msa,54,35.0,14.0,58.0,215052.0,195000.20357128212
Visalia,CA,2019-11-30,395195,"Visalia, CA",msa,119,34.0,21.0,53.0,232471.0,271533.2968426055
Yuba City,CA,2019-11-30,395246,"Yuba City, CA",msa,247,33.0,19.0,55.0,303524.0,307580.2196082641
Allentown,PA,2019-12-31,394318,"Allentown, PA",msa,70,40.0,63.0,48.0,188023.0,139115.72421737533
Baltimore,MD,2019-12-31,394358,"Baltimore, MD",msa,20,37.0,35.0,58.0,271955.0,142721.30822753
Binghamton,NY,2019-12-31,394387,"Binghamton, NY",msa,195,39.0,70.0,34.0,113844.0,105458.1782695803
Charlottesville,VA,2019-12-31,394459,"Charlottesville, VA",msa,212,41.0,53.0,41.0,288544.0,342315.70115716354
Columbus,GA,2019-12-31,394488,"Columbus, GA",msa,158,32.0,42.0,40.0,151423.0,186970.22693364913
Corning,NY,2019-12-31,394501,"Corning, NY",msa,413,57.0,65.0,30.0,104538.0,107915.38216630845
Fayetteville,AR,2019-12-31,394590,"Fayetteville, AR",msa,108,35.0,40.0,51.0,200459.0,324376.9557834301
Hilton Head Island,SC,2019-12-31,394681,"Hilton Head Island, SC",msa,216,39.0,47.0,41.0,303015.0,457406.2504978921
Hudson,NY,2019-12-31,394693,"Hudson, NY",msa,528,50.0,99.0,20.0,249619.0,170972.89380356844
Huntsville,AL,2019-12-31,394698,"Huntsville, AL",msa,114,33.0,21.0,62.0,189914.0,204140.39585742276
McAllen,TX,2019-12-31,394843,"McAllen, TX",msa,67,16.0,83.0,39.0,151352.0,145536.1321804957
Mount Vernon,WA,2019-12-31,394890,"Mount Vernon, WA",msa,327,36.0,23.0,55.0,352309.0,318378.39736237377
Panama City,FL,2019-12-31,394960,"Panama City, FL",msa,242,34.0,56.0,39.0,222190.0,217306.94701553023
Abilene,TX,2020-01-31,394299,"Abilene, TX",msa,251,22.0,54.0,48.0,166361.0,131110.18886546796
Ames,IA,2020-01-31,394325,"Ames, IA",msa,336,40.0,66.0,38.0,186028.0,208184.44472247094
Bakersfield,CA,2020-01-31,394357,"Bakersfield, CA",msa,63,38.0,51.0,59.0,239309.0,281574.56907091005
Baltimore,MD,2020-01-31,394358,"Baltimore, MD",msa,20,38.0,41.0,63.0,272745.0,143609.43715785013
Bend,OR,2020-01-31,394380,"Bend, OR",msa,232,37.0,58.0,58.0,402729.0,455188.0436177931
Boston,MA,2020-01-31,394404,"Boston, MA",msa,10,45.0,27.0,78.0,450708.0,653664.8922189901
Cedar Rapids,IA,2020-01-31,394447,"Cedar Rapids, IA",msa,179,32.0,59.0,50.0,155049.0,104279.94200645067
Charleston,SC,2020-01-31,394457,"Charleston, SC",msa,75,37.0,38.0,53.0,265321.0,364609.07908861927
Columbia,SC,2020-01-31,394486,"Columbia, SC",msa,72,36.0,59.0,48.0,166955.0,134715.73886830584
Danville,IL,2020-01-31,394516,"Danville, IL",msa,472,33.0,76.0,5.0,67740.0,54404.17384624848
Dover,DE,2020-01-31,394539,"Dover, DE",msa,244,39.0,42.0,54.0,220266.0,236352.02196588457
Green Bay,WI,2020-01-31,394646,"Green Bay, WI",msa,157,7.0,70.0,53.0,180818.0,145801.72418290004
Greenville,SC,2020-01-31,394653,"Greenville, SC",msa,61,37.0,31.0,52.0,190961.0,198792.80389580177
Johnson City,TN,2020-01-31,394726,"Johnson City, TN",msa,224,38.0,31.0,46.0,154446.0,122404.0284088161
Lancaster,PA,2020-01-31,394768,"Lancaster, PA",msa,104,41.0,17.0,62.0,213632.0,160074.56804707643
Lebanon,PA,2020-01-31,394783,"Lebanon, PA",msa,306,40.0,28.0,60.0,173318.0,168369.80248158867
Memphis,TN,2020-01-31,394849,"Memphis, TN",msa,44,32.0,22.0,67.0,164678.0,97352.31272107837
Omaha,NE,2020-01-31,394938,"Omaha, NE",msa,59,31.0,43.0,57.0,184165.0,169611.2219270186
Tampa,FL,2020-01-31,395148,"Tampa, FL",msa,18,33.0,28.0,54.0,220802.0,257165.02060483792
Tyler,TX,2020-01-31,395174,"Tyler, TX",msa,201,33.0,31.0,58.0,215610.0,216379.5345554663
Waco,TX,2020-01-31,395197,"Waco, TX",msa,178,31.0,37.0,47.0,187984.0,113138.93541934242
Albuquerque,NM,2020-02-29,394312,"Albuquerque, NM",msa,62,38.0,21.0,63.0,219694.0,222677.12029090562
Athens,GA,2020-02-29,394346,"Athens, GA",msa,217,27.0,39.0,55.0,201899.0,249807.6806667808
Charlotte,NC,2020-02-29,394458,"Charlotte, NC",msa,23,37.0,19.0,68.0,244966.0,243921.84846802155
Charlottesville,VA,2020-02-29,394459,"Charlottesville, VA",msa,212,43.0,50.0,48.0,290066.0,343941.4683639468
Columbus,OH,2020-02-29,394492,"Columbus, OH",msa,32,35.0,14.0,73.0,187874.0,189248.8909269339
Dallas,TX,2020-02-29,394514,"Dallas, TX",msa,4,21.0,42.0,63.0,267086.0,262867.60901251115
Lakeland,FL,2020-02-29,394766,"Lakeland, FL",msa,82,34.0,28.0,55.0,190653.0,143886.4784005611
New York,NY,2020-02-29,394913,"New York, NY",msa,1,56.0,73.0,67.0,414791.0,651958.4795798027
Omaha,NE,2020-02-29,394938,"Omaha, NE",msa,59,31.0,40.0,62.0,186216.0,170787.7093955044
Oxnard,CA,2020-02-29,394952,"Oxnard, CA",msa,71,32.0,24.0,70.0,614131.0,484284.0954960054
Rochelle,IL,2020-02-29,395029,"Rochelle, IL",msa,594,37.0,65.0,21.0,139229.0,136874.44604467283
Sebastian,FL,2020-02-29,395079,"Sebastian, FL",msa,274,26.0,66.0,34.0,228675.0,250727.0466455502
Albany,OR,2020-03-31,394307,"Albany, OR",msa,330,32.0,34.0,64.0,274392.0,247374.76833815753
Augusta,GA,2020-03-31,394352,"Augusta, GA",msa,96,32.0,28.0,54.0,164333.0,107223.81792007523
Austin,TX,2020-03-31,394355,"Austin, TX",msa,29,31.0,11.0,79.0,333960.0,410769.4157787062
Breckenridge,CO,2020-03-31,753871,"Breckenridge, CO",msa,811,36.0,38.0,47.0,601742.0,902491.6254183305
Chicago,IL,2020-03-31,394463,"Chicago, IL",msa,3,40.0,34.0,55.0,236924.0,256895.74293458974
Cleveland,OH,2020-03-31,394475,"Cleveland, OH",msa,35,28.0,35.0,60.0,144868.0,59058.15835470497
Columbus,GA,2020-03-31,394488,"Columbus, GA",msa,158,29.0,56.0,46.0,152626.0,194328.88655833216
Eugene,OR,2020-03-31,394576,"Eugene, OR",msa,146,35.0,9.0,75.0,320367.0,361160.0074307141
Harrisburg,PA,2020-03-31,394666,"Harrisburg, PA",msa,99,39.0,16.0,72.0,177162.0,147675.26703143108
Jackson,MI,2020-03-31,394710,"Jackson, MI",msa,272,33.0,41.0,54.0,136906.0,116000.21749115316
Jacksonville,FL,2020-03-31,394714,"Jacksonville, FL",msa,40,32.0,25.0,53.0,227489.0,184983.66278700423
Los Angeles,CA,2020-03-31,753899,"Los Angeles, CA",msa,2,31.0,16.0,79.0,663200.0,729950.9933201211
Manchester,NH,2020-03-31,394820,"Manchester, NH",msa,131,38.0,9.0,81.0,288596.0,252259.9074577492
Rockford,IL,2020-03-31,395033,"Rockford, IL",msa,153,36.0,36.0,49.0,127697.0,94624.62466247153
Sebastian,FL,2020-03-31,395079,"Sebastian, FL",msa,274,26.0,63.0,36.0,231803.0,252229.13162109154
Springfield,MO,2020-03-31,395116,"Springfield, MO",msa,118,36.0,18.0,63.0,162553.0,121685.12980559736
Syracuse,NY,2020-03-31,395143,"Syracuse, NY",msa,91,56.0,34.0,78.0,152082.0,105231.53529852974
Trenton,NJ,2020-03-31,395164,"Trenton, NJ",msa,142,45.0,35.0,59.0,239951.0,96905.88896169684
Allentown,PA,2020-04-30,394318,"Allentown, PA",msa,70,41.0,48.0,70.0,198500.0,143200.2013621428
Augusta,GA,2020-04-30,394352,"Augusta, GA",msa,96,32.0,21.0,57.0,167262.0,109169.82979333063
Bridgeport,CT,2020-04-30,394415,"Bridgeport, CT",msa,60,48.0,29.0,62.0,410840.0,172446.65850699236
Buffalo,NY,2020-04-30,394425,"Buffalo, NY",msa,50,58.0,20.0,124.0,161736.0,120050.39301929326
Canton,OH,2020-04-30,394439,"Canton, OH",msa,137,31.0,25.0,64.0,131773.0,80358.08810846577
Cedar Rapids,IA,2020-04-30,394447,"Cedar Rapids, IA",msa,179,34.0,28.0,67.0,155639.0,104410.5484525114
Cincinnati,OH,2020-04-30,394466,"Cincinnati, OH",msa,28,36.0,7.0,79.0,177592.0,152250.9048089662
Columbus,OH,2020-04-30,394492,"Columbus, OH",msa,32,33.0,5.0,81.0,196398.0,191759.47613727668
Fayetteville,NC,2020-04-30,394589,"Fayetteville, NC",msa,109,36.0,13.0,68.0,158575.0,126067.9626754673
Flint,MI,2020-04-30,394596,"Flint, MI",msa,135,35.0,24.0,68.0,145273.0,20524.44951067931
Hartford,CT,2020-04-30,394669,"Hartford, CT",msa,49,43.0,19.0,73.0,239429.0,123225.73146969288
Kingston,NY,2020-04-30,394748,"Kingston, NY",msa,241,41.0,111.0,95.0,239411.0,185650.14134508718
Miami,FL,2020-04-30,394856,"Miami, FL",msa,8,34.0,39.0,44.0,290232.0,339848.74948010925
Myrtle Beach,SC,2020-04-30,394898,"Myrtle Beach, SC",msa,117,31.0,46.0,44.0,196169.0,227157.37306595966
Naples,FL,2020-04-30,394901,"Naples, FL",msa,147,37.0,62.0,37.0,330580.0,467460.68925309397
New Bern,NC,2020-04-30,394905,"New Bern, NC",msa,341,36.0,29.0,48.0,178512.0,221082.08236430262
Norwich,CT,2020-04-30,394924,"Norwich, CT",msa,185,46.0,25.0,63.0,237277.0,197486.51233584975
Olean,NY,2020-04-30,394936,"Olean, NY",msa,459,52.0,85.0,26.0,103441.0,93390.9060522082
Rochester,MN,2020-04-30,395030,"Rochester, MN",msa,207,34.0,19.0,71.0,222672.0,231944.16114821678
Stockton,CA,2020-04-30,395134,"Stockton, CA",msa,77,31.0,12.0,74.0,377737.0,287846.4784988794
Syracuse,NY,2020-04-30,395143,"Syracuse, NY",msa,91,56.0,25.0,95.0,153642.0,105589.92681419112
Breckenridge,CO,2020-05-31,753871,"Breckenridge, CO",msa,811,40.0,21.0,46.0,635982.0,908567.8740559123
Charleston,SC,2020-05-31,394457,"Charleston, SC",msa,75,39.0,19.0,59.0,266981.0,367653.3854631376
Chicago,IL,2020-05-31,394463,"Chicago, IL",msa,3,42.0,20.0,61.0,239968.0,260317.2832888818
Hudson,NY,2020-05-31,394693,"Hudson, NY",msa,528,47.0,120.0,109.0,265108.0,177209.85099389753
Indianapolis,IN,2020-05-31,394705,"Indianapolis, IN",msa,34,35.0,7.0,75.0,189600.0,164217.21060682475
Kingston,NY,2020-05-31,394748,"Kingston, NY",msa,241,42.0,104.0,132.0,249443.0,185888.18629387146
Lancaster,PA,2020-05-31,394768,"Lancaster, PA",msa,104,47.0,14.0,87.0,220311.0,164603.3694130353
Longview,WA,2020-05-31,394804,"Longview, WA",msa,368,36.0,8.0,78.0,288758.0,270916.5251090965
Memphis,TN,2020-05-31,394849,"Memphis, TN",msa,44,32.0,8.0,85.0,175296.0,101657.26321467603
Minneapolis,MN,2020-05-31,394865,"Minneapolis, MN",msa,16,31.0,17.0,79.0,277914.0,290872.30645336
Reading,PA,2020-05-31,395015,"Reading, PA",msa,128,44.0,18.0,81.0,177567.0,215436.35453843718
Spokane,WA,2020-05-31,395113,"Spokane, WA",msa,100,34.0,6.0,89.0,272067.0,308481.050807253
State College,PA,2020-05-31,395125,"State College, PA",msa,273,49.0,15.0,54.0,254597.0,281919.00111601024
Wichita,KS,2020-05-31,395224,"Wichita, KS",msa,94,34.0,9.0,80.0,171677.0,93410.49132892831
Bellingham,WA,2020-06-30,394378,"Bellingham, WA",msa,205,33.0,9.0,80.0,390800.0,457302.9370132602
Bend,OR,2020-06-30,394380,"Bend, OR",msa,232,37.0,19.0,74.0,417744.0,466708.03269482404
Chattanooga,TN,2020-06-30,394460,"Chattanooga, TN",msa,102,34.0,11.0,64.0,188547.0,178211.22474175625
Columbus,OH,2020-06-30,394492,"Columbus, OH",msa,32,35.0,4.0,89.0,194826.0,193564.1696693379
Fort Wayne,IN,2020-06-30,394612,"Fort Wayne, IN",msa,132,18.0,18.0,75.0,159533.0,143490.75164801147
Greenville,SC,2020-06-30,394653,"Greenville, SC",msa,61,38.0,14.0,60.0,201523.0,221288.6411691196
Harrisonburg,VA,2020-06-30,394668,"Harrisonburg, VA",msa,317,43.0,12.0,66.0,233987.0,230631.75050653276
Killeen,TX,2020-06-30,394746,"Killeen, TX",msa,120,35.0,10.0,76.0,169182.0,136689.75122940858
Los Angeles,CA,2020-06-30,753899,"Los Angeles, CA",msa,2,32.0,16.0,93.0,646485.0,724474.5015593409
Miami,FL,2020-06-30,394856,"Miami, FL",msa,8,36.0,43.0,48.0,290242.0,338735.11457978486
Norwich,CT,2020-06-30,394924,"Norwich, CT",msa,185,46.0,17.0,72.0,234667.0,198136.95183487225
Ogden,UT,2020-06-30,394931,"Ogden, UT",msa,87,30.0,10.0,83.0,308705.0,231471.31615113228
Raleigh,NC,2020-06-30,395012,"Raleigh, NC",msa,43,38.0,7.0,76.0,275776.0,355939.916001695
Santa Fe,NM,2020-06-30,395066,"Santa Fe, NM",msa,284,39.0,15.0,64.0,380910.0,378929.4237287063
South Bend,IN,2020-06-30,395107,"South Bend, IN",msa,159,22.0,29.0,73.0,149599.0,97158.73006095237
Canton,OH,2020-07-31,394439,"Canton, OH",msa,137,35.0,14.0,82.0,135584.0,82590.57262549314
Fayetteville,AR,2020-07-31,394590,"Fayetteville, AR",msa,108,36.0,12.0,74.0,208017.0,335734.0843304884
Flagstaff,AZ,2020-07-31,394595,"Flagstaff, AZ",msa,302,35.0,17.0,75.0,394475.0,416524.3886594742
Hartford,CT,2020-07-31,394669,"Hartford, CT",msa,49,46.0,10.0,82.0,229617.0,126288.0502552801
Jackson,MI,2020-07-31,394710,"Jackson, MI",msa,272,36.0,14.0,78.0,139899.0,114138.00656404556
Little Rock,AR,2020-07-31,394798,"Little Rock, AR",msa,81,35.0,17.0,64.0,165318.0,137939.77862554387
Miami,FL,2020-07-31,394856,"Miami, FL",msa,8,35.0,39.0,48.0,293211.0,337085.2004681977
New Bern,NC,2020-07-31,394905,"New Bern, NC",msa,341,40.0,28.0,54.0,167061.0,221297.81688471837
Portland,ME,2020-07-31,394997,"Portland, ME",msa,105,37.0,12.0,95.0,311831.0,363126.8959844989
Roanoke,VA,2020-07-31,395028,"Roanoke, VA",msa,164,40.0,12.0,72.0,189664.0,114469.76327613661
Tallahassee,FL,2020-07-31,395146,"Tallahassee, FL",msa,145,37.0,19.0,58.0,187586.0,203064.69425482186
Tucson,AZ,2020-07-31,395167,"Tucson, AZ",msa,54,38.0,9.0,74.0,227573.0,203607.88800949216
Baton Rouge,LA,2020-08-31,394367,"Baton Rouge, LA",msa,66,36.0,29.0,58.0,197829.0,177726.08032002446
Evansville,IN,2020-08-31,394579,"Evansville, IN",msa,165,32.0,7.0,78.0,155696.0,91107.59493951069
Fayetteville,AR,2020-08-31,394590,"Fayetteville, AR",msa,108,37.0,7.0,74.0,218130.0,339933.80630958616
Lakeland,FL,2020-08-31,394766,"Lakeland, FL",msa,82,37.0,14.0,63.0,207158.0,150601.92963027852
Lebanon,PA,2020-08-31,394783,"Lebanon, PA",msa,306,42.0,10.0,78.0,176180.0,173706.3314964084
Manchester,NH,2020-08-31,394820,"Manchester, NH",msa,131,40.0,5.0,89.0,305696.0,261388.8159411399
Pensacola,FL,2020-08-31,394971,"Pensacola, FL",msa,111,36.0,9.0,68.0,224026.0,157508.43906554463
Providence,RI,2020-08-31,395005,"Providence, RI",msa,39,43.0,11.0,89.0,301494.0,237862.0005971116
Savannah,GA,2020-08-31,395070,"Savannah, GA",msa,138,36.0,18.0,59.0,217468.0,152407.29373272313
Syracuse,NY,2020-08-31,395143,"Syracuse, NY",msa,91,57.0,8.0,103.0,152572.0,108529.11682987302
Abilene,TX,2020-09-30,394299,"Abilene, TX",msa,251,25.0,28.0,53.0,176421.0,138244.459918916
Austin,TX,2020-09-30,394355,"Austin, TX",msa,29,32.0,7.0,87.0,366152.0,428200.0499798134
Breckenridge,CO,2020-09-30,753871,"Breckenridge, CO",msa,811,39.0,34.0,55.0,657337.0,930998.4512343113
Green Bay,WI,2020-09-30,394646,"Green Bay, WI",msa,157,8.0,46.0,58.0,193423.0,152821.51049588356
Harrisonburg,VA,2020-09-30,394668,"Harrisonburg, VA",msa,317,43.0,9.0,66.0,228590.0,235932.1812584636
Hickory,NC,2020-09-30,394679,"Hickory, NC",msa,150,41.0,11.0,71.0,180973.0,166888.73024581524
Iowa City,IA,2020-09-30,394707,"Iowa City, IA",msa,252,20.0,46.0,45.0,230941.0,236083.17955087093
Ithaca,NY,2020-09-30,394709,"Ithaca, NY",msa,376,68.0,24.0,66.0,262501.0,299787.6954194933
Jackson,MI,2020-09-30,394710,"Jackson, MI",msa,272,38.0,14.0,68.0,152857.0,115198.24404608284
Portland,OR,2020-09-30,394998,"Portland, OR",msa,25,34.0,6.0,82.0,423902.0,479844.56716610544
Reno,NV,2020-09-30,395019,"Reno, NV",msa,113,37.0,8.0,76.0,413629.0,409512.11267117056
Shreveport,LA,2020-09-30,395096,"Shreveport, LA",msa,141,37.0,43.0,54.0,154381.0,106429.1072533294
Vallejo,CA,2020-09-30,395183,"Vallejo, CA",msa,123,32.0,10.0,100.0,470767.0,432723.2957168021
Bellingham,WA,2020-10-31,394378,"Bellingham, WA",msa,205,34.0,8.0,85.0,430715.0,477029.73534038995
Bloomington,IN,2020-10-31,394393,"Bloomington, IN",msa,270,20.0,44.0,48.0,235176.0,234956.61753111592
Dubuque,IA,2020-10-31,394542,"Dubuque, IA",msa,396,40.0,17.0,68.0,178486.0,130409.0650675543
Iowa City,IA,2020-10-31,394707,"Iowa City, IA",msa,252,20.0,46.0,45.0,236386.0,237556.2002701102
Jamestown,NY,2020-10-31,394719,"Jamestown, NY",msa,328,57.0,32.0,47.0,127295.0,124768.81166374894
Kingston,NY,2020-10-31,394748,"Kingston, NY",msa,241,47.0,50.0,80.0,289396.0,196133.32167411016
Lafayette,IN,2020-10-31,753895,"Lafayette, IN",msa,208,30.0,12.0,67.0,187352.0,126340.20770755147
Las Vegas,NV,2020-10-31,394775,"Las Vegas, NV",msa,30,34.0,16.0,65.0,302419.0,291007.47150328243
Minneapolis,MN,2020-10-31,394865,"Minneapolis, MN",msa,16,32.0,17.0,78.0,297853.0,291127.3227472077
Omaha,NE,2020-10-31,394938,"Omaha, NE",msa,59,31.0,13.0,68.0,200660.0,179872.39077889698
Panama City,FL,2020-10-31,394960,"Panama City, FL",msa,242,35.0,35.0,50.0,247245.0,240604.92768403352
Peoria,IL,2020-10-31,394972,"Peoria, IL",msa,136,37.0,26.0,42.0,120445.0,48694.94666949524
Pittsfield,MA,2020-10-31,394983,"Pittsfield, MA",msa,326,48.0,28.0,68.0,274890.0,121395.51340017302
Riverside,CA,2020-10-31,395025,"Riverside, CA",msa,13,37.0,9.0,80.0,414430.0,424636.7605582142
Roanoke,VA,2020-10-31,395028,"Roanoke, VA",msa,164,41.0,9.0,64.0,211634.0,119867.8697435545
Salt Lake City,UT,2020-10-31,395053,"Salt Lake City, UT",msa,48,30.0,6.0,83.0,380339.0,414135.9505637843
San Jose,CA,2020-10-31,395059,"San Jose, CA",msa,36,31.0,15.0,91.0,1179741.0,935047.1601748746
Santa Fe,NM,2020-10-31,395066,"Santa Fe, NM",msa,284,39.0,10.0,60.0,456656.0,392191.10507953225
Scranton,PA,2020-10-31,395075,"Scranton, PA",msa,101,49.0,20.0,73.0,136585.0,90666.04134742416
Birmingham,AL,2020-11-30,394388,"Birmingham, AL",msa,51,35.0,8.0,64.0,207421.0,48378.57485020755
Cumberland,MD,2020-11-30,394513,"Cumberland, MD",msa,409,38.0,28.0,50.0,121906.0,92126.89654091203
Danville,IL,2020-11-30,394516,"Danville, IL",msa,472,29.0,44.0,7.0,69282.0,57962.11031383944
Dayton,OH,2020-11-30,845158,"Dayton, OH",msa,74,38.0,5.0,61.0,148763.0,70567.16932343955
Denver,CO,2020-11-30,394530,"Denver, CO",msa,19,31.0,6.0,82.0,459049.0,476504.38094689767
Fresno,CA,2020-11-30,394619,"Fresno, CA",msa,57,38.0,9.0,71.0,306117.0,263128.77328168694
Hickory,NC,2020-11-30,394679,"Hickory, NC",msa,150,41.0,8.0,69.0,188975.0,173550.7894372762
Hudson,NY,2020-11-30,394693,"Hudson, NY",msa,528,60.0,56.0,89.0,346129.0,192245.0469325287
Jonesboro,AR,2020-11-30,394728,"Jonesboro, AR",msa,323,37.0,20.0,50.0,157572.0,171090.0567256311
Joplin,MO,2020-11-30,394729,"Joplin, MO",msa,243,36.0,13.0,62.0,150676.0,
New Orleans,LA,2020-11-30,394910,"New Orleans, LA",msa,47,40.0,12.0,62.0,223131.0,278342.6148363662
Ogden,UT,2020-11-30,394931,"Ogden, UT",msa,87,30.0,5.0,90.0,339820.0,250631.98952229426
Plattsburgh,NY,2020-11-30,394986,"Plattsburgh, NY",msa,452,68.0,24.0,54.0,160369.0,158818.40628946354
Providence,RI,2020-11-30,395005,"Providence, RI",msa,39,45.0,12.0,73.0,322258.0,248667.79495915055
Tuscaloosa,AL,2020-11-30,395171,"Tuscaloosa, AL",msa,188,35.0,17.0,48.0,196825.0,150622.24927238448
Virginia Beach,VA,2020-11-30,395194,"Virginia Beach, VA",msa,38,27.0,27.0,72.0,265462.0,378108.8899436372
Yuma,AZ,2020-11-30,395247,"Yuma, AZ",msa,225,37.0,15.0,79.0,201029.0,188952.4493060752
Birmingham,AL,2020-12-31,394388,"Birmingham, AL",msa,51,35.0,9.0,67.0,205263.0,50511.02037307358
Charleston,WV,2020-12-31,394455,"Charleston, WV",msa,192,45.0,29.0,59.0,129331.0,119482.84870351152
Charlottesville,VA,2020-12-31,394459,"Charlottesville, VA",msa,212,43.0,25.0,59.0,334002.0,376920.0614570882
Corning,NY,2020-12-31,394501,"Corning, NY",msa,413,68.0,30.0,58.0,130855.0,115030.81866018556
Danville,IL,2020-12-31,394516,"Danville, IL",msa,472,26.0,60.0,22.0,63377.0,58360.849985359506
Hickory,NC,2020-12-31,394679,"Hickory, NC",msa,150,40.0,9.0,73.0,188484.0,176797.33832820074
Huntsville,AL,2020-12-31,394698,"Huntsville, AL",msa,114,36.0,9.0,69.0,228358.0,229909.54717640518
Lakeland,FL,2020-12-31,394766,"Lakeland, FL",msa,82,38.0,11.0,62.0,220901.0,158652.39859550496
Lancaster,PA,2020-12-31,394768,"Lancaster, PA",msa,104,38.0,7.0,75.0,232825.0,177596.08105211984
Roanoke,VA,2020-12-31,395028,"Roanoke, VA",msa,164,40.0,13.0,65.0,211542.0,123924.21379033232
Rochester,NY,2020-12-31,395031,"Rochester, NY",msa,52,54.0,11.0,126.0,169248.0,122750.59070944108
San Antonio,TX,2020-12-31,395055,"San Antonio, TX",msa,24,25.0,26.0,73.0,252807.0,216019.4664382773
Springfield,OH,2020-12-31,395117,"Springfield, OH",msa,316,39.0,7.0,70.0,129016.0,154654.9960590438
Wichita,KS,2020-12-31,395224,"Wichita, KS",msa,94,37.0,11.0,60.0,185609.0,99934.42639137254
Buffalo,NY,2021-01-31,394425,"Buffalo, NY",msa,50,69.0,13.0,147.0,181432.0,135786.13831436972
Cumberland,MD,2021-01-31,394513,"Cumberland, MD",msa,409,43.0,35.0,67.0,113895.0,95864.41278976471
Erie,PA,2021-01-31,394572,"Erie, PA",msa,184,44.0,25.0,60.0,137051.0,141531.62217440922
Flint,MI,2021-01-31,394596,"Flint, MI",msa,135,38.0,14.0,77.0,154307.0,27279.312659824576
Kingston,NY,2021-01-31,394748,"Kingston, NY",msa,241,54.0,75.0,85.0,289248.0,212357.67519907933
Little Rock,AR,2021-01-31,394798,"Little Rock, AR",msa,81,34.0,17.0,71.0,174970.0,144475.06588016794
Longview,WA,2021-01-31,394804,"Longview, WA",msa,368,39.0,6.0,96.0,314863.0,301443.6372058719
Louisville,KY,2021-01-31,394807,"Louisville, KY",msa,46,38.0,14.0,71.0,200514.0,220732.9867172907
Oxnard,CA,2021-01-31,394952,"Oxnard, CA",msa,71,34.0,9.0,99.0,687499.0,534231.3202299705
Raleigh,NC,2021-01-31,395012,"Raleigh, NC",msa,43,38.0,5.0,111.0,307301.0,376446.1421483489
Richmond,VA,2021-01-31,395022,"Richmond, VA",msa,45,40.0,6.0,98.0,270696.0,241725.88003920644
Rochester,MN,2021-01-31,395030,"Rochester, MN",msa,207,36.0,21.0,86.0,235627.0,253211.71111860103
Rockford,IL,2021-01-31,395033,"Rockford, IL",msa,153,38.0,13.0,73.0,136742.0,103041.4175573818
